State,Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
Montana,2007,957861,3638,27,363,,233,3015,27837,3476,22315,2046,379.8,2.8,37.9,,24.3,314.8,2906.2,362.9,2329.7,213.6
Montana,2008,967440,3013,40,358,,204,2411,26300,3689,20834,1777,311.4,4.1,37,,21.1,249.2,2718.5,381.3,2153.5,183.7
Montana,2009,974989,2798,32,357,,228,2181,24826,3686,19528,1612,287,3.3,36.6,,23.4,223.7,2546.3,378.1,2002.9,165.3
Montana,2010,990958,2733,25,332,,154,2222,25409,3692,20166,1551,275.8,2.5,33.5,,15.5,224.2,2564.1,372.6,2035,156.5
Montana,2011,997667,2755,29,366,,171,2189,23885,3347,19089,1449,276.1,2.9,36.7,,17.1,219.4,2394.1,335.5,1913.4,145.2
Montana,2012,1005494,2803,29,392,,202,2180,26102,3920,20484,1698,278.8,2.9,39,,20.1,216.8,2595.9,389.9,2037.2,168.9
Montana,2013,1014864,2924,23,382,467,217,2217,26195,4122,20192,1881,288.1,2.3,37.6,46,21.4,218.5,2581.1,406.2,1989.6,185.3
Montana,2014,1023579,3313,37,430,541,203,2532,25312,3595,19674,2043,323.7,3.6,42,52.9,19.8,247.4,2472.9,351.2,1922.1,199.6
Nebraska,1997,1657000,7265,50,406,,1097,5712,63717,9813,48363,5541,438.4,3,24.5,,66.2,344.7,3845.3,592.2,2918.7,334.4
Nebraska,1998,1663000,7507,51,417,,1290,5749,65752,10544,49420,5788,451.4,3.1,25.1,,77.6,345.7,3953.8,634,2971.7,348
Nebraska,1999,1666028,7167,60,414,,1264,5429,61277,10158,45679,5440,430.2,3.6,24.8,,75.9,325.9,3678,609.7,2741.8,326.5
Nebraska,2000,1711263,5606,63,436,,1147,3960,64479,10131,49118,5230,327.6,3.7,25.5,,67,231.4,3767.9,592,2870.3,305.6
Nebraska,2001,1720039,5214,43,431,,1128,3612,68963,9760,52713,6490,303.1,2.5,25.1,,65.6,210,4009.4,567.4,3064.6,377.3
Nebraska,2002,1727564,5428,48,464,,1359,3557,68178,10329,51440,6409,314.2,2.8,26.9,,78.7,205.9,3946.5,597.9,2977.6,371
Nebraska,2003,1737475,5105,56,504,,1165,3380,65189,10133,48924,6132,293.8,3.2,29,,67.1,194.5,3751.9,583.2,2815.8,352.9
Nebraska,2004,1747704,5393,40,620,,1138,3595,61512,9826,46399,5287,308.6,2.3,35.5,,65.1,205.7,3519.6,562.2,2654.9,302.5
Nebraska,2005,1758163,5052,44,581,,1040,3387,60348,9408,45359,5581,287,2.5,33,,59.2,192.6,3432,535.1,2580,317
Nebraska,2006,1768331,5197,51,577,,1136,3433,59411,9535,44710,5166,293.9,2.9,32.6,,64.2,194.1,3359.7,539.2,2528.4,292.1
Nebraska,2007,1774571,5524,71,550,,1115,3788,55765,9035,41484,5246,311.3,4,31,,62.8,213.5,3142.4,509.1,2337.7,295.6
Nebraska,2008,1783432,5570,69,601,,1297,3603,51350,8731,38394,4225,312.3,3.9,33.7,,72.7,202,2879.3,489.6,2152.8,236.9
Nebraska,2009,1796619,5199,41,617,,1220,3321,49731,8726,37496,3509,289.4,2.3,34.3,,67.9,184.8,2768,485.7,2087,195.3
Nebraska,2010,1830141,5093,54,674,,1020,3345,48827,8318,36896,3613,278.3,3,36.8,,55.7,182.8,2667.9,454.5,2016,197.4
Nebraska,2011,1842234,4672,68,699,,993,2912,50894,8725,38060,4109,253.6,3.7,37.9,,53.9,158.1,2762.6,473.6,2066,223
Nebraska,2012,1855350,4802,52,710,,1128,2912,51203,8745,38301,4157,258.8,2.8,38.3,,60.8,157,2759.7,471.3,2064.4,224.1
Nebraska,2013,1868969,4949,56,621,847,1035,3011,49197,8945,35791,4461,264.8,3,33.2,45.3,55.4,161.1,2632.3,478.6,1915,238.7
Nebraska,2014,1881503,5275,54,620,862,1043,3316,47479,7950,35074,4455,280.4,2.9,33,45.8,55.4,176.2,2523.5,422.5,1864.1,236.8
Nevada,1997,1677000,13395,187,1005,,5071,7132,88307,21975,53112,13220,798.7,11.2,59.9,,302.4,425.3,5265.8,1310.4,3167.1,788.3
Nevada,1998,1747000,11244,170,911,,4453,5710,81006,19873,47367,13766,643.6,9.7,52.1,,254.9,326.8,4636.9,1137.6,2711.3,788
Nevada,1999,1809253,10311,165,943,,4209,4994,73874,17613,43167,13094,569.9,9.1,52.1,,232.6,276,4083.1,973.5,2385.9,723.7
Nevada,2000,1998257,10474,129,860,,4543,4942,74823,17526,44125,13172,524.2,6.5,43,,227.3,247.3,3744.4,877.1,2208.2,659.2
Nevada,2001,2097722,12359,180,883,,4932,6364,77486,17711,45073,14702,589.2,8.6,42.1,,235.1,303.4,3693.8,844.3,2148.7,700.9
Nevada,2002,2167455,13856,181,928,,5118,7629,83896,18951,47459,17486,639.3,8.4,42.8,,236.1,352,3870.7,874.3,2189.6,806.8
Nevada,2003,2242207,13813,197,871,,5225,7520,96128,21958,53321,20849,616,8.8,38.8,,233,335.4,4287.2,979.3,2378.1,929.8
Nevada,2004,2332898,14379,172,954,,4905,8348,98215,23142,52438,22635,616.4,7.4,40.9,,210.3,357.8,4210,992,2247.8,970.3
Nevada,2005,2412301,14654,206,1016,,4702,8730,102424,23481,52012,26931,608,8.5,42.1,,194.9,361.9,4246,973.4,2156,1116
Nevada,2006,2495529,18687,226,1092,,7038,10331,102338,24902,50429,27007,748.8,9.1,43.8,,282,414,4100.9,997.9,2020.8,1082.2
Nevada,2007,2565382,19365,193,1096,,6938,11138,97118,24911,49844,22363,754.9,7.5,42.7,,270.4,434.2,3785.7,971,1942.9,871.7
Nevada,2008,2600167,18973,165,1106,,6486,11216,90006,24254,49814,15938,729.7,6.3,42.5,,249.4,431.4,3461.5,932.8,1915.8,613
Nevada,2009,2643085,18639,156,1024,,6028,11431,80976,22115,46463,12398,705.2,5.9,38.7,,228.1,432.5,3063.7,836.7,1757.9,469.1
Nevada,2010,2704283,17929,158,965,,5298,11508,75004,22286,42533,10185,663,5.8,35.7,,195.9,425.5,2773.5,824.1,1572.8,376.6
Nevada,2011,2720028,15452,139,913,,4308,10092,70075,20342,40156,9577,568.1,5.1,33.6,,158.4,371,2576.3,747.9,1476.3,352.1
Nevada,2012,2754354,16763,124,931,,4918,10790,77510,22120,45372,10018,608.6,4.5,33.8,,178.6,391.7,2814.1,803.1,1647.3,363.7
Nevada,2013,2791494,16888,163,1090,1482,5183,10060,79177,23047,46132,9998,605,5.8,39,53.1,185.7,360.4,2836.4,825.6,1652.6,358.2
Nevada,2014,2839099,18045,170,995,1357,5954,10564,74538,21927,42426,10185,635.6,6,35,47.8,209.7,372.1,2625.4,772.3,1494.3,358.7
New Hampshire,1997,1173000,1328,16,395,,274,643,29635,4612,23430,1593,113.2,1.4,33.7,,23.4,54.8,2526.4,393.2,1997.4,135.8
New Hampshire,1998,1185000,1270,18,400,,255,597,27405,3852,22079,1474,107.2,1.5,33.8,,21.5,50.4,2312.7,325.1,1863.2,124.4
New Hampshire,1999,1201134,1159,18,345,,257,539,26247,3698,21195,1354,96.5,1.5,28.7,,21.4,44.9,2185.2,307.9,1764.6,112.7
New Hampshire,2000,1235786,2167,22,522,,453,1170,27901,4992,20761,2148,175.4,1.8,42.2,,36.7,94.7,2257.8,404,1680,173.8
New Hampshire,2001,1259359,2144,17,458,,445,1224,27089,4889,20060,2140,170.2,1.3,36.4,,35.3,97.2,2151,388.2,1592.9,169.9
New Hampshire,2002,1274405,2056,12,446,,413,1185,26250,4838,19468,1944,161.3,0.9,35,,32.4,93,2059.8,379.6,1527.6,152.5
New Hampshire,2003,1288705,1937,17,438,,480,1002,26456,4589,19934,1933,150.3,1.3,34,,37.2,77.8,2052.9,356.1,1546.8,150
New Hampshire,2004,1299169,2202,17,466,,500,1219,26658,4979,19723,1956,169.5,1.3,35.9,,38.5,93.8,2051.9,383.2,1518.1,150.6
New Hampshire,2005,1306819,1761,19,406,,365,971,24031,4192,18493,1346,135,1.5,31.1,,27.9,74.3,1839,320.8,1415,103
New Hampshire,2006,1314895,1785,13,295,,435,1042,26060,4395,20179,1486,138.8,1,22.4,,33.1,79.2,1981.9,334.2,1534.6,113
New Hampshire,2007,1315828,1896,12,357,,451,1076,26394,5074,19909,1411,144.1,0.9,27.1,,34.3,81.8,2005.9,385.6,1513,107.2
New Hampshire,2008,1315809,2054,14,385,,421,1234,28387,4266,22714,1407,156.1,1.1,29.3,,32,93.8,2157.4,324.2,1726.2,106.9
New Hampshire,2009,1324575,2125,11,399,,454,1261,28790,4915,22748,1127,160.4,0.8,30.1,,34.3,95.2,2173.5,371.1,1717.4,85.1
New Hampshire,2010,1316807,2204,13,411,,450,1330,29230,5444,22789,997,167.4,1,31.2,,34.2,101,2219.8,413.4,1730.6,75.7
New Hampshire,2011,1317807,2864,16,581,,509,1758,32756,6244,25398,1114,217.3,1.2,44.1,,38.6,133.4,2485.6,473.8,1927.3,84.5
New Hampshire,2012,1321617,2841,15,486,,471,1869,32074,5988,25024,1062,215,1.1,36.8,,35.6,141.4,2426.9,453.1,1893.4,80.4
New Hampshire,2013,1322616,2952,21,522,778,647,1506,29278,4979,23355,944,223.2,1.6,39.5,58.8,48.9,113.9,2213.6,376.5,1765.8,71.4
New Hampshire,2014,1326813,2602,12,458,594,537,1459,26041,4162,21022,857,196.1,0.9,34.5,44.8,40.5,110,1962.7,313.7,1584.4,64.6
New Jersey,1997,8053000,39673,337,1729,,16957,20650,287038,60894,184979,41165,492.6,4.2,21.5,,210.6,256.4,3564.4,756.2,2297,511.2
New Jersey,1998,8115000,35720,325,1623,,15109,18663,260810,54459,171166,35185,440.2,4,20,,186.2,230,3213.9,671.1,2109.3,433.6
New Jersey,1999,8143412,33540,287,1409,,14243,17601,243333,46998,160978,35357,411.9,3.5,17.3,,174.9,216.1,2988.1,577.1,1976.8,434.2
New Jersey,2000,8414350,32298,289,1357,,13553,17099,233637,43924,155562,34151,383.8,3.4,16.1,,161.1,203.2,2776.6,522,1848.8,405.9
New Jersey,2001,8511116,33094,336,1278,,14110,17370,240551,46812,156031,37708,388.8,3.9,15,,165.8,204.1,2826.3,550,1833.3,443
New Jersey,2002,8575252,32252,339,1365,,13955,16593,227715,43899,148061,35755,376.1,4,15.9,,162.7,193.5,2655.5,511.9,1726.6,417
New Jersey,2003,8642412,31488,406,1288,,13342,16452,220350,43457,142287,34606,364.3,4.7,14.9,,154.4,190.4,2549.6,502.8,1646.4,400.4
New Jersey,2004,8685166,30943,392,1331,,13076,16144,211313,41030,139977,30306,356.3,4.5,15.3,,150.6,185.9,2433,472.4,1611.7,348.9
New Jersey,2005,8703150,30919,417,1208,,13215,16079,203391,38980,136728,27683,355,4.8,13.9,,151.8,184.7,2337,447.9,1571,318
New Jersey,2006,8724560,30550,427,1201,,13360,15562,198820,39384,134687,24749,350.2,4.9,13.8,,153.1,178.4,2278.9,451.4,1543.8,283.7
New Jersey,2007,8685920,28544,381,1032,,12567,14564,192338,37234,133145,21959,328.6,4.4,11.9,,144.7,167.7,2214.4,428.7,1532.9,252.8
New Jersey,2008,8682661,28351,376,1122,,12701,14152,199127,40402,138545,20180,326.5,4.3,12.9,,146.3,163,2293.4,465.3,1595.7,232.4
New Jersey,2009,8707739,27113,319,1041,,11639,14114,180752,36945,128303,15504,311.4,3.7,12,,133.7,162.1,2075.8,424.3,1473.4,178
New Jersey,2010,8799593,27055,371,981,,11818,13885,183042,38732,128754,15556,307.5,4.2,11.1,,134.3,157.8,2080.1,440.2,1463.2,176.8
New Jersey,2011,8834773,27203,380,1006,,12209,13608,189719,43238,129066,17415,307.9,4.3,11.4,,138.2,154,2147.4,489.4,1460.9,197.1
New Jersey,2012,8867749,25727,388,1035,,11385,12919,181481,42338,122662,16481,290.1,4.4,11.7,,128.4,145.7,2046.5,477.4,1383.2,185.9
New Jersey,2013,8911502,25748,404,861,1189,12084,12071,167634,35883,118005,13746,288.9,4.5,9.7,13.3,135.6,135.5,1881.1,402.7,1324.2,154.3
New Jersey,2014,8938175,23346,349,953,1274,10498,11225,154993,31710,111578,11705,261.2,3.9,10.7,14.3,117.5,125.6,1734.1,354.8,1248.3,131
New Mexico,1997,1730000,14762,134,872,,2966,10790,104721,25126,67188,12407,853.3,7.7,50.4,,171.4,623.7,6053.2,1452.4,3883.7,717.2
New Mexico,1998,1737000,16700,190,957,,2839,12714,100011,24213,65031,10767,961.4,10.9,55.1,,163.4,732,5757.7,1394,3743.9,619.9
New Mexico,1999,1739844,14520,170,944,,2579,10827,89220,21481,59613,8126,834.6,9.8,54.3,,148.2,622.3,5128,1234.7,3426.3,467.1
New Mexico,2000,1819046,13786,135,922,,2499,10230,86605,21339,57925,7341,757.9,7.4,50.7,,137.4,562.4,4761,1173.1,3184.4,403.6
New Mexico,2001,1830935,14288,99,850,,2695,10644,83095,19552,56406,7137,780.4,5.4,46.4,,147.2,581.3,4538.4,1067.9,3080.7,389.8
New Mexico,2002,1852044,13719,152,1027,,2206,10334,80477,19634,53406,7437,740.7,8.2,55.5,,119.1,558,4345.3,1060.1,2883.6,401.6
New Mexico,2003,1878562,12535,116,940,,1937,9542,76816,18997,50595,7224,667.3,6.2,50,,103.1,507.9,4089.1,1011.3,2693.3,384.5
New Mexico,2004,1903006,13081,169,1039,,2062,9811,79895,19924,52069,7902,687.4,8.9,54.6,,108.4,515.6,4198.4,1047,2736.1,415.2
New Mexico,2005,1925985,12448,144,1041,,1893,9370,79575,20939,50707,7929,646,7.5,54.1,,98.3,486.5,4132,1087.2,2633,412
New Mexico,2006,1954599,12797,134,1073,,2095,9495,76000,20906,45864,9230,654.7,6.9,54.9,,107.2,485.8,3888.3,1069.6,2346.5,472.2
New Mexico,2007,1969915,13311,183,1028,,2323,9777,75168,20823,45442,8903,675.7,9.3,52.2,,117.9,496.3,3815.8,1057.1,2306.8,451.9
New Mexico,2008,1984356,12967,161,1118,,2151,9537,75718,20706,46995,8017,653.5,8.1,56.3,,108.4,480.6,3815.7,1043.5,2368.3,404
New Mexico,2009,2009671,12709,198,1069,,1932,9510,74639,21955,46182,6502,632.4,9.9,53.2,,96.1,473.2,3714,1092.5,2298,323.5
New Mexico,2010,2065913,12147,140,959,,1616,9432,70776,21023,44503,5250,588,6.8,46.4,,78.2,456.6,3425.9,1017.6,2154.2,254.1
New Mexico,2011,2078674,11904,158,856,,1720,9170,73549,21419,46730,5400,572.7,7.6,41.2,,82.7,441.1,3538.3,1030.4,2248.1,259.8
New Mexico,2012,2083540,11660,116,957,,1847,8740,75094,21384,48247,5463,559.6,5.6,45.9,,88.6,419.5,3604.2,1026.3,2315.6,262.2
New Mexico,2013,2086895,12990,123,1135,1565,1832,9470,78958,21828,51146,5984,622.5,5.9,54.4,75,87.8,453.8,3783.5,1046,2450.8,286.7
New Mexico,2014,2085572,12459,101,1071,1475,2086,8797,73877,18505,49082,6290,597.4,4.8,51.4,70.7,100,421.8,3542.3,887.3,2353.4,301.6
New York,1997,18137000,124890,1093,4075,,56094,63628,584438,118306,386435,79697,688.6,6,22.5,,309.3,350.8,3222.4,652.3,2130.6,439.4
New York,1998,18175000,115915,924,3843,,49125,62023,536287,104821,363295,68171,637.8,5.1,21.1,,270.3,341.3,2950.7,576.7,1998.9,375.1
New York,1999,18196601,107147,903,3563,,43821,58860,489596,93217,338118,58261,588.8,5,19.6,,240.8,323.5,2690.6,512.3,1858.1,320.2
New York,2000,18976457,105111,952,3530,,40539,60090,483078,87946,340901,54231,553.9,5,18.6,,213.6,316.7,2545.7,463.4,1796.4,285.8
New York,2001,19084350,98022,960,3546,,36555,56961,458003,80400,329316,48287,513.6,5,18.6,,191.5,298.5,2399.9,421.3,1725.6,253
New York,2002,19134293,95030,909,3885,,36653,53583,442091,76700,318025,47366,496.6,4.8,20.3,,191.6,280,2310.5,400.9,1662.1,247.5
New York,2003,19212425,89486,934,3775,,35790,48987,432079,75453,311422,45204,465.8,4.9,19.6,,186.3,255,2249,392.7,1620.9,235.3
New York,2004,19280727,84914,889,3608,,33506,46911,422734,70696,311036,41002,440.4,4.6,18.7,,173.8,243.3,2192.5,366.7,1613.2,212.7
New York,2005,19315721,85839,874,3636,,35179,46150,405990,68034,302220,35736,444,4.5,18.8,,182.1,238.9,2102,352.2,1565,185
New York,2006,19306183,84016,922,3168,,34459,45467,398577,68617,297827,32133,435.2,4.8,16.4,,178.5,235.5,2064.5,355.4,1542.7,166.4
New York,2007,19297729,79962,805,2928,,31085,45144,383624,64914,290681,28029,414.4,4.2,15.2,,161.1,233.9,1987.9,336.4,1506.3,145.2
New York,2008,19490297,77546,836,2798,,31787,42125,388599,65544,297962,25093,397.9,4.3,14.4,,163.1,216.1,1993.8,336.3,1528.8,128.7
New York,2009,19541453,75110,781,2582,,28141,43606,377537,62769,292897,21871,384.4,4,13.2,,144,223.1,1932,321.2,1498.8,111.9
New York,2010,19395206,76492,868,2797,,28630,44197,379710,65839,293232,20639,394.4,4.5,14.4,,147.6,227.9,1957.8,339.5,1511.9,106.4
New York,2011,19501616,77463,769,2751,,28405,45538,371837,65227,287361,19249,397.2,3.9,14.1,,145.7,233.5,1906.7,334.5,1473.5,98.7
New York,2012,19576125,79535,683,2837,,28633,47382,375268,64389,293562,17317,406.3,3.5,14.5,,146.3,242,1917,328.9,1499.6,88.5
New York,2013,19695680,77563,644,2575,3548,27241,46130,358603,56444,286676,15483,393.8,3.3,13.1,18,138.3,234.2,1820.7,286.6,1455.5,78.6
New York,2014,19746227,75398,617,3918,5433,24045,45303,339282,50781,272765,15736,381.8,3.1,19.8,27.5,121.8,229.4,1718.2,257.2,1381.4,79.7
North Carolina,1997,7425000,45071,614,2348,,12817,29292,362672,100002,238228,24442,607,8.3,31.6,,172.6,394.5,4884.5,1346.8,3208.5,329.2
North Carolina,1998,7546000,43723,612,2311,,12133,28667,357892,99951,233325,24616,579.4,8.1,30.6,,160.8,379.9,4742.8,1324.6,3092,326.2
North Carolina,1999,7650789,41474,552,2155,,12087,26680,354497,98457,230463,25577,542.1,7.2,28.2,,158,348.7,4633.5,1286.9,3012.3,334.3
North Carolina,2000,8049313,40051,560,2181,,12595,24715,355921,97888,232767,25266,497.6,7,27.1,,156.5,307,4421.8,1216.1,2891.8,313.9
North Carolina,2001,8206105,40465,505,2083,,13304,24573,363777,101889,237241,24647,493.1,6.2,25.4,,162.1,299.4,4433,1241.6,2891,300.3
North Carolina,2002,8305820,39118,548,2196,,12205,24169,353708,99535,229307,24866,471,6.6,26.4,,146.9,291,4258.6,1198.4,2760.8,299.4
North Carolina,2003,8421190,38243,506,2139,,12229,23369,359660,100687,232081,26892,454.1,6,25.4,,145.2,277.5,4270.9,1195.6,2755.9,319.3
North Carolina,2004,8540468,38244,532,2339,,11782,23591,355328,101193,227147,26988,447.8,6.2,27.4,,138,276.2,4160.5,1184.9,2659.7,316
North Carolina,2005,8672459,40650,585,2302,,12635,25128,353855,104298,221091,28466,469,6.7,26.5,,145.7,289.7,4080,1202.6,2549,328
North Carolina,2006,8856505,42088,539,2495,,13468,25586,364549,107333,227114,30102,475.2,6.1,28.2,,152.1,288.9,4116.2,1211.9,2564.4,339.9
North Carolina,2007,9061032,42231,584,2386,,13534,25727,369893,108700,233241,27952,466.1,6.4,26.3,,149.4,283.9,4082.2,1199.6,2574.1,308.5
North Carolina,2008,9222414,43125,599,2296,,14323,25907,372763,111556,234480,26727,467.6,6.5,24.9,,155.3,280.9,4041.9,1209.6,2542.5,289.8
North Carolina,2009,9380884,37946,489,2306,,11825,23326,343707,107830,215923,19954,404.5,5.2,24.6,,126.1,248.7,3663.9,1149.5,2301.7,212.7
North Carolina,2010,9560234,34679,474,2002,,9620,22583,329202,102826,208057,18319,362.7,5,20.9,,100.6,236.2,3443.5,1075.6,2176.3,191.6
North Carolina,2011,9651103,33421,498,1959,,9448,21516,337806,105534,215453,16819,346.3,5.2,20.3,,97.9,222.9,3500.2,1093.5,2232.4,174.3
North Carolina,2012,9748364,34464,479,1984,,9392,22609,328594,99323,213151,16120,353.5,4.9,20.4,,96.3,231.9,3370.8,1018.9,2186.5,165.4
North Carolina,2013,9848917,33587,463,1790,2524,9275,21325,305631,90182,201043,14406,341,4.7,18.2,25.6,94.2,216.5,3103.2,915.7,2041.3,146.3
North Carolina,2014,9943964,32767,510,1740,2420,8416,21421,285697,79373,192694,13630,329.5,5.1,17.5,24.3,84.6,215.4,2873.1,798.2,1937.8,137.1
North Dakota,1997,641000,559,6,159,,41,353,16821,2300,13367,1154,87.2,0.9,24.8,,6.4,55.1,2624.2,358.8,2085.3,180
North Dakota,1998,638000,570,7,212,,65,286,16535,2274,13134,1127,89.3,1.1,33.2,,10.2,44.8,2591.7,356.4,2058.6,176.6
North Dakota,1999,633666,424,10,142,,56,216,14748,2337,11375,1036,66.9,1.6,22.4,,8.8,34.1,2327.4,368.8,1795.1,163.5
North Dakota,2000,642200,523,4,169,,56,294,14171,2093,11092,986,81.4,0.6,26.3,,8.7,45.8,2206.6,325.9,1727.2,153.5
North Dakota,2001,636550,505,7,164,,60,274,14834,2165,11583,1086,79.3,1.1,25.8,,9.4,43,2330.4,340.1,1819.7,170.6
North Dakota,2002,633911,496,5,163,,58,270,14762,2243,11501,1018,78.2,0.8,25.7,,9.1,42.6,2328.7,353.8,1814.3,160.6
North Dakota,2003,633400,508,9,160,,53,286,13364,1959,10327,1078,80.2,1.4,25.3,,8.4,45.2,2109.9,309.3,1630.4,170.2
North Dakota,2004,636308,558,8,177,,43,330,12493,2040,9516,937,87.7,1.3,27.8,,6.8,51.9,1963.4,320.6,1495.5,147.3
North Dakota,2005,634605,706,12,180,,54,460,12848,2043,9732,1073,111,1.9,28.4,,8.5,72.5,2025,321.9,1534,169
North Dakota,2006,635867,1255,14,241,,75,925,13359,2601,9672,1086,197.4,2.2,37.9,,11.8,145.5,2100.9,409,1521.1,170.8
North Dakota,2007,639715,1343,17,252,,75,999,12796,2314,9500,982,209.9,2.7,39.4,,11.7,156.2,2000.3,361.7,1485,153.5
North Dakota,2008,641481,1441,11,331,,73,1026,13029,2336,9782,911,224.6,1.7,51.6,,11.4,159.9,2031.1,364.2,1524.9,142
North Dakota,2009,646844,1723,12,296,,107,1308,12813,2426,9474,913,266.4,1.9,45.8,,16.5,202.2,1980.8,375.1,1464.6,141.1
North Dakota,2010,674629,1548,10,245,,90,1203,12010,2000,9137,873,229.5,1.5,36.3,,13.3,178.3,1780.2,296.5,1354.4,129.4
North Dakota,2011,684740,1699,24,266,,91,1318,13334,2458,9891,985,248.1,3.5,38.8,,13.3,192.5,1947.3,359,1444.5,143.9
North Dakota,2012,701345,1723,25,279,,127,1292,14297,2429,10687,1181,245.7,3.6,39.8,,18.1,184.2,2038.5,346.3,1523.8,168.4
North Dakota,2013,723857,1979,16,288,355,161,1447,15356,2979,10942,1435,273.4,2.2,39.8,49,22.2,199.9,2121.4,411.5,1511.6,198.2
North Dakota,2014,739482,1960,22,276,358,173,1407,15605,2707,11384,1514,265.1,3,37.3,48.4,23.4,190.3,2110.3,366.1,1539.5,204.7
Ohio,1997,11186000,48706,523,4566,,17755,25862,455799,94972,315908,45419,435.4,4.7,40.8,,158.7,231.2,4074.7,844.6,2824.1,406
Ohio,1998,11209000,40628,443,4543,,14960,20682,444438,90805,310612,43021,362.5,4,40.5,,133.5,184.5,3965,810.1,2771.1,383.8
Ohio,1999,11256654,35616,397,4129,,14405,16685,414264,87023,288049,39192,316.4,3.5,36.7,,128,148.2,3680.2,773.1,2558.9,348.2
Ohio,2000,11353140,37935,418,4271,,15610,17636,420939,88636,293277,39026,334.1,3.7,37.6,,137.5,155.3,3707.7,780.7,2583.2,343.7
Ohio,2001,11389785,40023,452,4466,,17199,17906,435115,96910,295976,42229,351.4,4,39.2,,151,157.2,3820.2,850.9,2598.6,370.8
Ohio,2002,11408699,40128,526,4809,,17871,16922,428976,99164,287045,42767,351.7,4.6,42.2,,156.6,148.3,3760.1,869.2,2516,374.9
Ohio,2003,11437680,38185,526,4660,,16895,16104,417483,95083,281383,41017,333.9,4.6,40.7,,147.7,140.8,3650.1,831.3,2460.1,358.6
Ohio,2004,11450143,38787,506,4744,,17429,16108,419337,96518,282168,40651,338.7,4.4,41.4,,152.2,140.7,3662.3,842.9,2464.3,355
Ohio,2005,11470685,40162,590,4671,,18673,16228,420705,100183,279051,41471,350,5.1,40.7,,162.8,141.5,3668,873.4,2433,362
Ohio,2006,11478006,41491,560,4770,,19418,16743,423334,105639,279718,37977,361.5,4.9,41.6,,169.2,145.9,3688.2,920.4,2437,330.9
Ohio,2007,11466917,40759,529,4661,,18351,17218,397681,99049,264677,33955,355.4,4.6,40.6,,160,150.2,3468.1,863.8,2308.2,296.1
Ohio,2008,11485910,40436,547,4531,,18706,16652,391667,102428,260788,28451,352,4.8,39.4,,162.9,145,3410,891.8,2270.5,247.7
Ohio,2009,11542645,38305,527,4119,,17670,15989,376446,104009,249777,22660,331.9,4.6,35.7,,153.1,138.5,3261.3,901.1,2163.9,196.3
Ohio,2010,11537968,36306,479,3730,,16486,15611,376836,107125,248581,21130,314.7,4.2,32.3,,142.9,135.3,3266.1,928.5,2154.5,183.1
Ohio,2011,11541007,35218,500,3679,,15991,15048,380572,112901,246744,20927,305.2,4.3,31.9,,138.6,130.4,3297.6,978.3,2138,181.3
Ohio,2012,11553031,34827,478,3813,,15396,15140,370435,105312,245372,19751,301.5,4.1,33,,133.3,131,3206.4,911.6,2123.9,171
Ohio,2013,11572005,33722,478,3594,4391,14483,14370,338414,91090,227799,19525,291.4,4.1,31.1,37.9,125.2,124.2,2924.4,787.2,1968.5,168.7
Ohio,2014,11594163,33030,464,4097,5042,12753,14771,324528,78845,227668,18015,284.9,4,35.3,43.5,110,127.4,2799.1,680,1963.6,155.4
Oklahoma,1997,3317000,18560,229,1517,,3446,13368,163698,40015,109039,14644,559.5,6.9,45.7,,103.9,403,4935.1,1206.4,3287.3,441.5
Oklahoma,1998,3347000,18053,204,1513,,3078,13258,149426,38268,97593,13565,539.4,6.1,45.2,,92,396.1,4464.5,1143.4,2915.8,405.3
Oklahoma,1999,3358044,17066,231,1375,,2785,12675,140220,34472,93616,12132,508.2,6.9,40.9,,82.9,377.5,4175.6,1026.5,2787.8,361.3
Oklahoma,2000,3450654,17177,182,1422,,2615,12958,140125,31661,96116,12348,497.8,5.3,41.2,,75.8,375.5,4060.8,917.5,2785.4,357.8
Oklahoma,2001,3469577,17726,185,1486,,2746,13309,141679,34573,94537,12569,510.9,5.3,42.8,,79.1,383.6,4083.5,996.5,2724.7,362.3
Oklahoma,2002,3489700,17587,163,1573,,2966,12885,148128,35171,100185,12772,504,4.7,45.1,,85,369.2,4244.7,1007.9,2870.9,366
Oklahoma,2003,3506469,17758,206,1501,,3224,12827,151208,34846,103404,12958,506.4,5.9,42.8,,91.9,365.8,4312.3,993.8,2948.9,369.5
Oklahoma,2004,3523546,17635,186,1557,,3090,12802,149472,35244,101271,12957,500.5,5.3,44.2,,87.7,363.3,4242.1,1000.2,2874.1,367.7
Oklahoma,2005,3543442,18044,187,1481,,3230,13146,143406,35692,93814,13900,509,5.3,41.8,,91.2,371,4047,1007.3,2648,392
Oklahoma,2006,3579212,17905,210,1488,,3145,13062,129728,34437,81853,13438,500.2,5.9,41.6,,87.9,364.9,3624.5,962.1,2286.9,375.4
Oklahoma,2007,3617316,18234,224,1565,,3392,13053,128714,34367,80747,13600,504.1,6.2,43.3,,93.8,360.8,3558.3,950.1,2232.2,376
