State,Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
Virginia,2009,7882590,18195,370,1572,,6342,9911,194020,31956,150374,11690,230.8,4.7,19.9,,80.5,125.7,2461.4,405.4,1907.7,148.3
Virginia,2010,8023953,17184,376,1580,,5678,9550,187403,30804,145990,10609,214.2,4.7,19.7,,70.8,119,2335.5,383.9,1819.4,132.2
Virginia,2011,8104384,16014,304,1591,,5425,8694,182902,30656,142476,9770,197.6,3.8,19.6,,66.9,107.3,2256.8,378.3,1758,120.6
Virginia,2012,8186628,15676,322,1505,,4718,9131,178434,29651,139654,9129,191.5,3.9,18.4,,57.6,111.5,2179.6,362.2,1705.9,111.5
Virginia,2013,8270345,16355,320,1476,2350,4574,9111,171558,26717,136215,8626,197.8,3.9,17.8,28.4,55.3,110.2,2074.4,323,1647,104.3
Virginia,2014,8326289,16340,338,1432,2310,4292,9400,160720,23122,129933,7665,196.2,4.1,17.2,27.7,51.5,112.9,1930.3,277.7,1560.5,92.1
Washington,1997,5610000,24724,244,2885,,6734,14864,307742,62064,213823,31855,440.7,4.3,51.4,,120,265,5485.6,1106.3,3811.5,567.8
Washington,1998,5689000,24380,224,2740,,6577,14839,309419,60446,213773,35200,428.5,3.9,48.2,,115.6,260.8,5438.9,1062.5,3757.7,618.7
Washington,1999,5756361,21716,171,2711,,5808,13026,280793,54652,192334,33807,377.3,3,47.1,,100.9,226.3,4878,949.4,3341.2,587.3
Washington,2000,5894121,21788,196,2737,,5812,13043,279144,53476,190650,35018,369.7,3.3,46.4,,98.6,221.3,4736,907.3,3234.6,594.1
Washington,2001,5993390,21258,179,2600,,5934,12545,287234,53024,195133,39077,354.7,3,43.4,,99,209.3,4792.5,884.7,3255.8,652
Washington,2002,6067060,20964,184,2734,,5797,12249,288967,54948,193526,40493,345.5,3,45.1,,95.5,201.9,4762.9,905.7,3189.8,667.4
Washington,2003,6131298,21272,182,2863,,5718,12509,291542,58271,192653,40618,346.9,3,46.7,,93.3,204,4755,950.4,3142.1,662.5
Washington,2004,6207046,21330,190,2857,,5866,12417,300837,60632,196972,43233,343.6,3.1,46,,94.5,200,4846.7,976.8,3173.4,696.5
Washington,2005,6291899,21745,205,2811,,5788,12941,307661,60343,198031,49287,346,3.3,44.7,,92,205.7,4890,959.1,3147,783
Washington,2006,6395798,22303,197,2748,,6424,12934,288456,58843,183179,46434,348.7,3.1,43,,100.4,202.2,4510.1,920,2864.1,726
Washington,2007,6468424,21768,174,2653,,6079,12862,261776,52874,170782,38120,336.5,2.7,41,,94,198.8,4047,817.4,2640.2,589.3
Washington,2008,6549224,21888,193,2653,,6419,12623,249283,53136,167013,29134,334.2,2.9,40.5,,98,192.7,3806.3,811.3,2550.1,444.8
Washington,2009,6664195,22412,190,2583,,6711,12928,245215,53047,168421,23747,336.3,2.9,38.8,,100.7,194,3679.6,796,2527.3,356.3
Washington,2010,6742950,21138,154,2579,,5929,12476,249426,55192,168490,25744,313.5,2.3,38.2,,87.9,185,3699.1,818.5,2498.8,381.8
Washington,2011,6823267,20152,163,2320,,5627,12042,244209,56561,162828,24820,295.3,2.4,34,,82.5,176.5,3579.1,828.9,2386.4,363.8
Washington,2012,6895318,20553,217,2250,,5801,12285,254377,61376,166338,26663,298.1,3.1,32.6,,84.1,178.2,3689.1,890.1,2412.3,386.7
Washington,2013,6973742,20223,167,2072,2604,5829,11623,259139,58487,172227,28425,290,2.4,29.7,37.3,83.6,166.7,3715.9,838.7,2469.6,407.6
Washington,2014,7061530,20136,174,2171,2695,5640,11627,261706,55290,175769,30647,285.2,2.5,30.7,38.2,79.9,164.7,3706.1,783,2489.1,434
West Virginia,1997,1816000,3971,75,355,,782,2759,40868,10647,26934,3287,218.7,4.1,19.5,,43.1,151.9,2250.4,586.3,1483.1,181
West Virginia,1998,1811000,4503,78,339,,676,3410,41627,11110,27127,3390,248.6,4.3,18.7,,37.3,188.3,2298.6,613.5,1497.9,187.2
West Virginia,1999,1806928,6336,79,337,,661,5259,42825,10303,28760,3762,350.7,4.4,18.7,,36.6,291,2370,570.2,1591.7,208.2
West Virginia,2000,1808344,5723,46,331,,749,4597,41344,9890,28139,3315,316.5,2.5,18.3,,41.4,254.2,2286.3,546.9,1556.1,183.3
West Virginia,2001,1800975,5035,40,320,,707,3968,41085,9601,28268,3216,279.6,2.2,17.8,,39.3,220.3,2281.3,533.1,1569.6,178.6
West Virginia,2002,1804884,4221,57,328,,657,3179,41099,9677,27524,3898,233.9,3.2,18.2,,36.4,176.1,2277.1,536.2,1525,216
West Virginia,2003,1811440,4627,73,311,,701,3542,42370,10498,28409,3463,255.4,4,17.2,,38.7,195.5,2339,579.5,1568.3,191.2
West Virginia,2004,1812548,5110,68,346,,774,3922,46326,10994,31566,3766,281.9,3.8,19.1,,42.7,216.4,2555.8,606.5,1741.5,207.8
West Virginia,2005,1814083,4968,82,335,,816,3735,47757,11334,32603,3820,274,4.5,18.5,,45,205.9,2633,624.8,1797,211
West Virginia,2006,1818470,5113,80,404,,853,3776,47941,11579,32305,4057,281.2,4.4,22.2,,46.9,207.6,2636.3,636.7,1776.5,223.1
West Virginia,2007,1812035,5016,65,388,,847,3716,45620,10822,31321,3477,276.8,3.6,21.4,,46.7,205.1,2517.6,597.2,1728.5,191.9
West Virginia,2008,1814468,5006,67,389,,896,3654,45971,10840,31967,3164,275.9,3.7,21.4,,49.4,201.4,2533.6,597.4,1761.8,174.4
West Virginia,2009,1819777,5554,84,470,,914,4086,46215,12005,31453,2757,305.2,4.6,25.8,,50.2,224.5,2539.6,659.7,1728.4,151.5
West Virginia,2010,1854368,5586,58,362,,776,4390,41301,10778,28104,2419,301.2,3.1,19.5,,41.8,236.7,2227.2,581.2,1515.6,130.4
West Virginia,2011,1854908,5497,87,372,,802,4236,39009,10245,26656,2108,296.3,4.7,20.1,,43.2,228.4,2103,552.3,1437.1,113.6
West Virginia,2012,1856680,5943,70,415,,835,4623,44500,11466,30800,2234,320.1,3.8,22.4,,45,249,2396.8,617.6,1658.9,120.3
West Virginia,2013,1853595,5657,62,367,700,653,4242,39929,9908,28055,1966,305.2,3.3,19.8,37.8,35.2,228.9,2154.1,534.5,1513.5,106.1
West Virginia,2014,1850326,5588,74,285,505,651,4358,37648,8973,26779,1896,302,4,15.4,27.3,35.2,235.5,2034.7,484.9,1447.3,102.5
Wisconsin,1997,5170000,13988,205,1048,,5214,7521,176145,29503,131002,15640,270.6,4,20.3,,100.9,145.5,3407.1,570.7,2533.9,302.5
Wisconsin,1998,5224000,13009,190,1037,,4474,7308,172084,29740,128134,14210,249,3.6,19.9,,85.6,139.9,3294.1,569.3,2452.8,272
Wisconsin,1999,5250446,12908,179,1055,,4449,7225,160154,25633,120702,13819,245.8,3.4,20.1,,84.7,137.6,3050.3,488.2,2298.9,263.2
Wisconsin,2000,5363675,12700,169,1165,,4537,6829,159424,25183,119605,14636,236.8,3.2,21.7,,84.6,127.3,2972.3,469.5,2229.9,272.9
Wisconsin,2001,5405947,12486,192,1142,,4444,6708,166924,26927,125275,14722,231,3.6,21.1,,82.2,124.1,3087.8,498.1,2317.4,272.3
Wisconsin,2002,5439692,12238,154,1237,,4713,6134,164749,27926,123365,13458,225,2.8,22.7,,86.6,112.8,3028.6,513.4,2267.9,247.4
Wisconsin,2003,5474290,12104,183,1202,,4397,6322,157684,26546,118775,12363,221.1,3.3,22,,80.3,115.5,2880.4,484.9,2169.7,225.8
Wisconsin,2004,5503533,11548,154,1136,,4067,6191,146710,23854,111482,11374,209.8,2.8,20.6,,73.9,112.5,2665.7,433.4,2025.6,206.7
Wisconsin,2005,5527644,13367,206,1135,,4555,7471,147556,24448,110531,12577,242,3.7,20.5,,82.4,135.2,2669,442.3,2000,228
Wisconsin,2006,5556506,15899,165,1233,,5564,8937,156748,27038,115682,14028,286.1,3,22.2,,100.1,160.8,2821,486.6,2081.9,252.5
Wisconsin,2007,5601640,16330,185,1227,,5480,9438,159305,27890,117957,13458,291.5,3.3,21.9,,97.8,168.5,2843.9,497.9,2105.8,240.3
Wisconsin,2008,5627967,15507,146,1128,,5163,9070,155456,27459,116456,11541,275.5,2.6,20,,91.7,161.2,2762.2,487.9,2069.2,205.1
Wisconsin,2009,5654774,14650,146,1118,,4904,8482,147692,26813,111947,8932,259.1,2.6,19.8,,86.7,150,2611.8,474.2,1979.7,158
Wisconsin,2010,5691659,14167,155,1191,,4516,8305,142781,26636,107993,8152,248.9,2.7,20.9,,79.3,145.9,2508.6,468,1897.4,143.2
Wisconsin,2011,5709843,14268,138,1190,,4600,8340,139912,27167,104472,8273,249.9,2.4,20.8,,80.6,146.1,2450.4,475.8,1829.7,144.9
Wisconsin,2012,5724554,16254,169,1228,,4692,10165,140780,27931,104619,8230,283.9,3,21.5,,82,177.6,2459.2,487.9,1827.5,143.8
Wisconsin,2013,5742953,16118,163,1308,1836,4834,9285,125694,24358,93946,7390,280.7,2.8,22.8,32,84.2,161.7,2188.7,424.1,1635.8,128.7
Wisconsin,2014,5757564,16714,165,1168,1674,5066,9809,120238,21216,89103,9919,290.3,2.9,20.3,29.1,88,170.4,2088.3,368.5,1547.6,172.3
Wyoming,1997,480000,1225,17,137,,85,986,18843,2998,15198,647,255.2,3.5,28.5,,17.7,205.4,3925.6,624.6,3166.3,134.8
Wyoming,1998,481000,1191,23,133,,78,957,17124,2696,13759,669,247.6,4.8,27.7,,16.2,199,3560.1,560.5,2860.5,139.1
Wyoming,1999,479602,1115,11,137,,74,893,15468,2349,12523,596,232.5,2.3,28.6,,15.4,186.2,3225.2,489.8,2611.1,124.3
Wyoming,2000,493782,1316,12,160,,70,1074,14969,2078,12318,573,266.5,2.4,32.4,,14.2,217.5,3031.5,420.8,2494.6,116
Wyoming,2001,493754,1272,9,153,,84,1026,16120,2481,12943,696,257.6,1.8,31,,17,207.8,3264.8,502.5,2621.3,141
Wyoming,2002,498830,1364,15,148,,93,1108,16494,2448,13303,743,273.4,3,29.7,,18.6,222.1,3306.5,490.7,2666.8,148.9
Wyoming,2003,502111,1314,14,136,,84,1080,16648,2611,13239,798,261.7,2.8,27.1,,16.7,215.1,3315.6,520,2636.7,158.9
Wyoming,2004,505887,1163,11,112,,67,973,16889,2738,13352,799,229.9,2.2,22.1,,13.2,192.3,3338.5,541.2,2639.3,157.9
Wyoming,2005,508798,1172,14,122,,78,958,16070,2426,12905,739,230,2.8,24,,15.3,188.3,3158,476.8,2536,145
Wyoming,2006,515004,1307,13,151,,72,1071,15381,2322,12255,804,253.8,2.5,29.3,,14,208,2986.6,450.9,2379.6,156.1
Wyoming,2007,522830,1344,21,172,,84,1067,15053,2365,11875,813,257.1,4,32.9,,16.1,204.1,2879.1,452.3,2271.3,155.5
Wyoming,2008,532668,1330,12,185,,87,1046,14515,2198,11584,733,249.7,2.3,34.7,,16.3,196.4,2725,412.6,2174.7,137.6
Wyoming,2009,544270,1196,11,172,,78,935,14243,2176,11310,757,219.7,2,31.6,,14.3,171.8,2616.9,399.8,2078,139.1
Wyoming,2010,564554,1117,8,162,,77,870,13869,2151,11126,592,197.9,1.4,28.7,,13.6,154.1,2456.6,381,1970.8,104.9
Wyoming,2011,567356,1245,18,146,,71,1010,12878,1864,10493,521,219.4,3.2,25.7,,12.5,178,2269.8,328.5,1849.5,91.8
Wyoming,2012,576626,1161,14,154,,61,932,13222,2125,10513,584,201.3,2.4,26.7,,10.6,161.6,2293,368.5,1823.2,101.3
Wyoming,2013,583223,1212,17,144,204,74,917,12809,1956,10275,578,207.8,2.9,24.7,35,12.7,157.2,2196.2,335.4,1761.8,99.1
Wyoming,2014,584153,1142,16,126,174,53,899,11477,1689,9185,603,195.5,2.7,21.6,29.8,9.1,153.9,1964.7,289.1,1572.4,103.2
